step,car_id,hazard_x,hazard_y,sender_id
66,19,3,1,
68,8,3,1,
68,13,3,1,
80,0,9,1,
80,1,9,1,
80,3,9,1,
80,4,9,1,
80,5,9,1,
80,6,9,1,
80,7,9,1,
80,8,9,1,
80,9,9,1,
80,10,9,1,
80,11,9,1,
80,13,9,1,
80,14,9,1,
80,15,9,1,
80,17,9,1,
80,18,9,1,
80,19,9,1,
81,16,9,1,
82,2,9,1,
89,1,8,6,
89,2,8,6,
89,3,8,6,
89,4,8,6,
89,7,8,6,
89,8,8,6,
89,9,8,6,
89,10,8,6,
89,11,8,6,
89,12,8,6,
89,13,8,6,
89,14,8,6,
89,15,8,6,
89,16,8,6,
89,17,8,6,
89,18,8,6,
89,19,8,6,
90,6,8,6,
91,0,8,6,
101,1,5,2,
101,3,5,2,
101,5,5,2,
101,6,5,2,
101,7,5,2,
101,9,5,2,
101,12,5,2,
101,13,5,2,
101,14,5,2,
101,16,5,2,
101,17,5,2,
101,19,5,2,
102,0,5,2,
102,8,5,2,
102,10,5,2,
102,15,5,2,
102,18,5,2,
105,0,0,7,
105,1,0,7,
105,2,0,7,
105,3,0,7,
105,4,0,7,
105,5,0,7,
105,6,0,7,
105,7,0,7,
105,8,0,7,
105,10,0,7,
105,11,0,7,
105,12,0,7,
105,13,0,7,
105,15,0,7,
105,18,0,7,
105,19,0,7,
106,9,0,7,
106,14,0,7,
107,0,5,4,
107,1,5,4,
107,2,5,4,
107,3,5,4,
107,5,5,4,
107,6,5,4,
107,7,5,4,
107,8,5,4,
107,9,5,4,
107,10,5,4,
107,12,5,4,
107,13,5,4,
107,16,0,7,
107,16,5,4,
107,17,5,4,
107,18,5,4,
107,19,5,4,
108,11,5,4,
108,14,5,4,
108,15,5,4,
110,0,9,4,
110,1,9,4,
110,2,9,4,
110,3,9,4,
110,4,9,4,
110,6,9,4,
110,8,9,4,
110,9,9,4,
110,11,9,4,
110,12,9,4,
110,13,9,4,
110,14,9,4,
110,16,9,4,
110,17,9,4,
110,18,9,4,
111,7,9,4,
116,0,2,0,
116,1,2,0,
116,2,2,0,
116,4,2,0,
116,5,2,0,
116,6,2,0,
116,7,2,0,
116,8,2,0,
116,9,2,0,
116,10,2,0,
116,11,2,0,
116,12,2,0,
116,13,2,0,
116,14,2,0,
116,15,2,0,
116,17,2,0,
116,18,2,0,
117,19,2,0,
118,0,0,6,
118,1,0,6,
118,2,0,6,
118,3,0,6,
118,4,0,6,
118,5,0,6,
118,6,0,6,
118,7,0,6,
118,8,0,6,
118,9,0,6,
118,10,0,6,
118,11,0,6,
118,12,0,6,
118,14,0,6,
118,15,0,6,
118,16,0,6,
118,18,0,6,
118,19,0,6,
125,1,8,1,
125,2,8,1,
125,3,8,1,
125,4,8,1,
125,5,8,1,
125,6,8,1,
125,9,8,1,
125,10,8,1,
125,11,8,1,
125,13,8,1,
125,14,8,1,
125,16,8,1,
125,19,8,1,
126,0,8,1,
126,7,8,1,
126,8,8,1,
126,15,8,1,
126,17,8,1,
126,18,8,1,
133,0,8,2,
133,1,8,2,
133,2,8,2,
133,3,8,2,
133,5,8,2,
133,7,8,2,
133,8,8,2,
133,9,8,2,
133,10,8,2,
133,11,8,2,
133,13,8,2,
133,14,8,2,
133,16,8,2,
133,17,8,2,
133,18,8,2,
134,4,8,2,
134,6,8,2,
141,0,9,8,
141,2,9,8,
141,3,9,8,
141,4,9,8,
141,5,9,8,
141,6,9,8,
141,7,9,8,
141,8,9,8,
141,9,9,8,
141,10,9,8,
141,11,9,8,
141,12,9,8,
141,13,9,8,
141,15,9,8,
141,16,9,8,
141,17,9,8,
141,18,9,8,
141,19,9,8,
146,0,1,2,
146,1,1,2,
146,2,1,2,
146,3,1,2,
146,4,1,2,
146,5,1,2,
146,6,1,2,
146,7,1,2,
146,8,1,2,
146,9,1,2,
146,10,1,2,
146,11,1,2,
146,12,1,2,
146,13,1,2,
146,14,1,2,
146,15,1,2,
146,17,1,2,
146,18,1,2,
146,19,1,2,
168,1,7,7,
168,2,7,7,
168,4,7,7,
168,5,7,7,
168,7,7,7,
168,9,7,7,
168,10,7,7,
168,11,7,7,
168,12,7,7,
168,13,7,7,
168,14,7,7,
168,15,7,7,
168,16,7,7,
168,17,7,7,
168,18,7,7,
169,0,6,2,
169,1,6,2,
169,3,7,7,
169,3,6,2,
169,5,6,2,
169,6,7,7,
169,6,6,2,
169,7,6,2,
169,8,6,2,
169,9,6,2,
169,12,6,2,
169,13,6,2,
169,14,6,2,
169,15,6,2,
169,16,6,2,
169,17,6,2,
169,18,6,2,
169,19,7,7,
169,19,6,2,
170,10,6,2,
172,0,2,3,
172,1,2,3,
172,2,2,3,
172,3,2,3,
172,4,2,3,
172,5,2,3,
172,6,2,3,
172,7,2,3,
172,8,2,3,
172,10,2,3,
172,12,2,3,
172,13,2,3,
172,14,2,3,
172,15,2,3,
172,16,2,3,
172,17,2,3,
172,18,2,3,
172,19,2,3,
174,11,2,3,
182,1,6,7,
182,2,6,7,
182,3,6,7,
182,4,6,7,
182,5,6,7,
182,6,6,7,
182,9,6,7,
182,10,6,7,
182,11,6,7,
182,12,6,7,
182,13,6,7,
182,14,6,7,
182,15,6,7,
182,16,6,7,
182,17,6,7,
182,18,6,7,
182,19,6,7,
183,7,6,7,
185,0,8,4,
185,1,8,4,
185,2,8,4,
185,4,8,4,
185,6,8,4,
185,7,8,4,
185,8,8,4,
185,9,8,4,
185,11,8,4,
185,12,8,4,
185,13,8,4,
185,14,8,4,
185,16,8,4,
185,17,8,4,
185,18,8,4,
186,3,8,4,
197,0,8,5,
197,1,8,5,
197,2,8,5,
197,3,8,5,
197,4,8,5,
197,6,8,5,
197,7,8,5,
197,8,8,5,
197,9,8,5,
197,11,8,5,
197,12,8,5,
197,13,8,5,
197,14,8,5,
197,15,8,5,
197,16,8,5,
197,17,8,5,
197,18,8,5,
197,19,8,5,
204,1,1,0,
204,2,1,0,
204,4,1,0,
204,5,1,0,
204,6,1,0,
204,7,1,0,
204,8,1,0,
204,9,1,0,
204,10,1,0,
204,11,1,0,
204,12,1,0,
204,13,1,0,
204,14,1,0,
204,15,1,0,
204,17,1,0,
204,18,1,0,
204,19,1,0,
205,0,1,0,
213,0,0,5,
213,1,0,5,
213,2,0,5,
213,4,0,5,
213,5,0,5,
213,6,0,5,
213,7,0,5,
213,10,0,5,
213,11,0,5,
213,12,0,5,
213,14,0,5,
213,15,0,5,
213,16,0,5,
213,17,0,5,
213,18,0,5,
213,19,0,5,
214,3,0,5,
215,0,1,7,
215,1,1,7,
215,3,1,7,
215,5,1,7,
215,6,1,7,
215,7,1,7,
215,8,0,5,
215,8,1,7,
215,9,1,7,
215,10,1,7,
215,12,1,7,
215,13,1,7,
215,14,1,7,
215,16,1,7,
215,19,1,7,
216,2,1,7,
216,4,1,7,
216,11,1,7,
216,15,1,7,
216,18,1,7,
238,0,4,2,
238,1,4,2,
238,3,4,2,
238,5,4,2,
238,7,4,2,
238,8,4,2,
238,12,4,2,
238,13,4,2,
238,14,4,2,
238,16,4,2,
238,17,4,2,
238,18,4,2,
239,6,4,2,
239,9,4,2,
239,10,4,2,
239,15,4,2,
239,19,4,2,
243,5,5,3,
243,6,5,3,
243,7,5,3,
243,8,5,3,
243,9,5,3,
243,10,5,3,
243,12,5,3,
243,13,5,3,
243,14,5,3,
243,15,5,3,
243,16,5,3,
243,17,5,3,
243,18,5,3,
243,19,5,3,
244,0,5,3,
244,1,5,3,
244,3,5,3,
252,0,1,9,
252,1,1,9,
252,2,1,9,
252,3,1,9,
252,4,1,9,
252,5,1,9,
252,6,1,9,
252,7,1,9,
252,8,1,9,
252,9,1,9,
252,10,1,9,
252,11,1,9,
252,12,1,9,
252,13,1,9,
252,14,1,9,
252,15,1,9,
252,16,1,9,
252,19,1,9,
254,17,1,9,
257,0,3,0,
257,1,3,0,
257,2,3,0,
257,4,3,0,
257,5,3,0,
257,6,3,0,
257,7,3,0,
257,8,3,0,
257,9,3,0,
257,10,3,0,
257,11,3,0,
257,12,3,0,
257,13,3,0,
257,14,3,0,
257,15,3,0,
257,17,3,0,
257,18,3,0,
257,19,3,0,
265,0,2,9,
265,2,2,9,
265,3,2,9,
265,4,2,9,
265,5,2,9,
265,6,2,9,
265,7,2,9,
265,8,2,9,
265,9,2,9,
265,11,2,9,
265,12,2,9,
265,13,2,9,
265,14,2,9,
265,17,2,9,
265,19,2,9,
266,1,2,9,
266,15,2,9,
267,10,2,9,
267,16,2,9,
270,0,2,8,
270,1,2,8,
270,2,2,8,
270,3,2,8,
270,5,2,8,
270,6,2,8,
270,7,2,8,
270,8,2,8,
270,9,2,8,
270,10,2,8,
270,11,2,8,
270,12,2,8,
270,13,2,8,
270,14,2,8,
270,15,2,8,
270,16,2,8,
270,17,2,8,
270,19,2,8,
271,4,2,8,
292,0,6,0,
292,1,6,0,
292,2,6,0,
292,3,6,0,
292,4,6,0,
292,6,6,0,
292,8,6,0,
292,11,6,0,
292,13,6,0,
292,14,6,0,
292,15,6,0,
292,16,6,0,
292,17,6,0,
292,19,6,0,
293,5,6,0,
293,9,6,0,
293,10,6,0,
293,12,6,0,
293,18,6,0,
296,0,4,1,
296,1,4,1,
296,3,4,1,
296,4,4,1,
296,5,4,1,
296,6,4,1,
296,8,4,1,
296,9,4,1,
296,12,4,1,
296,14,4,1,
296,15,4,1,
296,16,4,1,
296,17,4,1,
296,18,4,1,
296,19,4,1,
297,10,4,1,
297,13,4,1,
310,0,7,3,
310,2,7,3,
310,3,7,3,
310,4,7,3,
310,5,7,3,
310,6,7,3,
310,7,7,3,
310,8,7,3,
310,9,7,3,
310,11,7,3,
310,12,7,3,
310,13,7,3,
310,14,7,3,
310,16,7,3,
310,17,7,3,
310,18,7,3,
311,1,7,3,
331,1,7,6,
331,2,7,6,
331,3,7,6,
331,4,7,6,
331,6,7,6,
331,7,7,6,
331,9,7,6,
331,10,7,6,
331,11,7,6,
331,12,7,6,
331,13,7,6,
331,14,7,6,
331,15,7,6,
331,16,7,6,
331,17,7,6,
331,18,7,6,
331,19,7,6,
349,0,1,4,
349,1,1,4,
349,2,1,4,
349,3,1,4,
349,4,1,4,
349,5,1,4,
349,6,1,4,
349,7,1,4,
349,10,1,4,
349,12,1,4,
349,14,1,4,
349,15,1,4,
349,16,1,4,
349,17,1,4,
349,19,1,4,
350,11,1,4,
350,18,1,4,
351,8,1,4,
391,0,2,1,
391,1,2,1,
391,2,2,1,
391,4,2,1,
391,6,2,1,
391,7,2,1,
391,8,2,1,
391,9,2,1,
391,11,2,1,
391,12,2,1,
391,13,2,1,
391,14,2,1,
391,15,2,1,
391,17,2,1,
391,18,2,1,
391,19,2,1,
392,5,2,1,
392,10,2,1,
404,0,4,0,
404,1,4,0,
404,2,4,0,
404,3,4,0,
404,4,4,0,
404,6,4,0,
404,8,4,0,
404,9,4,0,
404,10,4,0,
404,11,4,0,
404,12,4,0,
404,13,4,0,
404,14,4,0,
404,15,4,0,
404,16,4,0,
404,17,4,0,
404,18,4,0,
405,5,4,0,
405,19,4,0,
413,2,7,8,
413,3,7,8,
413,4,7,8,
413,5,7,8,
413,7,7,8,
413,9,7,8,
413,10,7,8,
413,11,7,8,
413,12,7,8,
413,13,7,8,
413,14,7,8,
413,15,7,8,
413,16,7,8,
413,17,7,8,
413,18,7,8,
413,19,7,8,
417,0,3,2,
417,1,3,2,
417,2,3,2,
417,3,3,2,
417,4,3,2,
417,5,3,2,
417,6,3,2,
417,7,3,2,
417,8,3,2,
417,9,3,2,
417,10,3,2,
417,11,3,2,
417,12,3,2,
417,13,3,2,
417,14,3,2,
417,15,3,2,
417,17,3,2,
417,18,3,2,
417,19,3,2,
463,0,1,3,
463,1,1,3,
463,2,1,3,
463,3,1,3,
463,4,1,3,
463,5,1,3,
463,6,1,3,
463,7,1,3,
463,8,1,3,
463,10,1,3,
463,11,1,3,
463,12,1,3,
463,13,1,3,
463,14,1,3,
463,15,1,3,
463,16,1,3,
463,17,1,3,
463,18,1,3,
463,19,1,3,
492,0,7,2,
492,1,7,2,
492,2,7,2,
492,3,7,2,
492,4,7,2,
492,5,7,2,
492,6,7,2,
492,7,7,2,
492,8,7,2,
492,9,7,2,
492,10,7,2,
492,11,7,2,
492,13,7,2,
492,14,7,2,
492,16,7,2,
492,17,7,2,
492,18,7,2,
493,12,7,2,
495,1,6,6,
495,2,6,6,
495,4,6,6,
495,5,6,6,
495,6,6,6,
495,7,6,6,
495,9,6,6,
495,10,6,6,
495,11,6,6,
495,12,6,6,
495,13,6,6,
495,14,6,6,
495,15,6,6,
495,16,6,6,
495,17,6,6,
495,18,6,6,
495,19,6,6,
496,3,6,6,
